GTCBSA,HEHOUSUT,HETENURE,HEFAMINC,PEEDUCA,PEMLR,PESEX,PEMARITL,PWCMPWGT,HRNUMHOU,PWFMWGT,PWLGWGT,PWORWGT,PWSSWGT,Year,Month
26420,1,-1,14,40,1,2,6,4883.1513,4,4890.1219,7261.4446,0.0000,4890.1219,2024,jan
31080,1,2,10,32,1,2,1,5032.7975,7,4966.6970,7113.1991,0.0000,4966.6970,2015,jan
0,1,1,12,-1,-1,2,-1,0.0000,4,1802.5605,0.0000,0.0000,1802.5605,2022,jan
39340,1,2,11,43,7,2,1,1614.6777,4,1727.0146,2440.9331,0.0000,1727.0146,2014,jan
0,5,1,14,42,1,2,6,2881.0583,1,2833.9548,0.0000,0.0000,2833.9548,2014,jan
33340,1,1,10,43,1,1,2,2179.7952,4,2191.9830,3093.6202,0.0000,2191.9830,2012,jan
0,1,2,7,40,5,2,1,438.2899,2,429.5919,619.9510,0.0000,429.5919,2020,jan
28140,1,2,14,43,1,2,6,1986.0009,7,1980.0642,0.0000,0.0000,1980.0642,2020,jan
14460,1,2,5,39,1,1,6,2851.8082,5,2800.5968,4047.0361,11628.5273,2800.5968,2020,jan
0,1,2,8,-1,-1,2,-1,0.0000,5,1563.1701,0.0000,0.0000,1563.1701,2015,jan
77200,1,1,10,37,1,2,1,879.9144,3,1115.6113,0.0000,0.0000,1115.6113,2015,jan
0,1,1,7,36,6,2,1,2875.7117,2,2854.4593,4098.3328,0.0000,2854.4593,2016,jan
0,1,1,13,40,4,1,6,5282.9922,4,5317.6123,7568.4141,0.0000,5317.6123,2018,jan
0,1,1,16,42,1,2,1,460.2393,5,467.4109,668.5429,1793.0375,467.4109,2018,jan
26420,1,1,9,-1,-1,1,-1,0.0000,4,3835.8134,0.0000,0.0000,3835.8134,2010,jan
22420,1,1,15,43,1,1,4,3525.7428,2,3519.9321,5261.2426,0.0000,3519.9321,2021,jan
43620,1,1,16,40,1,1,1,466.8990,3,507.4983,0.0000,0.0000,476.1714,2014,jan
0,1,1,13,39,1,1,1,1952.0904,5,2292.5488,2760.5736,0.0000,1951.9949,2010,jan
35620,1,3,14,43,4,1,6,3854.9161,4,4030.6402,0.0000,15564.6592,4030.6402,2013,jan
30980,1,-1,9,41,1,2,1,4662.0027,3,4683.2096,6954.1963,0.0000,4683.2096,2024,jan
22900,1,1,12,39,5,2,3,1263.7037,1,1245.3705,1864.1516,5086.2558,1245.3705,2022,jan
35620,1,1,16,43,1,2,1,3855.4279,4,3886.2333,5608.2854,0.0000,3886.2333,2020,jan
0,1,1,13,39,1,1,4,4124.9244,4,4100.9275,5926.0945,0.0000,4100.9275,2020,jan
41940,1,1,11,39,1,2,1,2816.9386,3,2878.1552,0.0000,0.0000,2878.1552,2012,jan
41620,1,-1,15,43,2,2,6,1683.0800,5,1688.4298,2507.1848,0.0000,1688.4298,2024,jan
35620,1,2,14,39,6,1,6,4988.7157,5,4740.5296,0.0000,0.0000,4740.5296,2013,jan
13740,1,1,11,-1,-1,1,-1,0.0000,4,526.1205,0.0000,0.0000,526.1205,2021,jan
31100,1,2,14,43,1,2,1,3908.1275,2,3909.3336,0.0000,0.0000,3909.3336,2013,jan
0,5,2,9,39,1,2,1,3266.2425,2,3281.7642,4735.9664,0.0000,3281.7642,2020,jan
0,1,1,14,44,1,2,1,3062.5538,2,3192.1271,4606.6097,0.0000,3192.1271,2020,jan
14260,1,-1,11,43,1,2,6,983.3828,2,989.1239,1468.7708,3905.9346,989.1239,2024,jan
0,5,1,4,39,6,2,4,670.1950,1,672.0299,0.0000,0.0000,672.0299,2023,jan
24860,1,1,11,38,1,2,1,2750.5899,3,2789.1663,3938.0351,0.0000,2789.1663,2013,jan
16980,1,1,16,35,7,2,6,0.0000,4,3066.5065,0.0000,0.0000,3066.5065,2013,jan
38300,1,2,12,-1,-1,2,-1,0.0000,7,4134.1953,0.0000,0.0000,4134.1953,2017,jan
19740,1,1,14,40,1,2,1,4684.7290,2,4711.7741,7052.8897,18151.9803,4711.7741,2022,jan
23420,1,2,6,-1,-1,2,-1,0.0000,5,5498.7271,0.0000,0.0000,5498.7271,2020,jan
0,1,1,13,-1,-1,2,-1,0.0000,5,488.1890,0.0000,0.0000,488.1890,2010,jan
40420,1,2,9,39,1,1,1,4038.6259,3,3561.6239,0.0000,0.0000,3986.8233,2017,jan
15380,1,1,16,-1,-1,1,-1,0.0000,5,4012.6008,0.0000,0.0000,4012.6008,2016,jan
37980,1,1,11,39,7,2,5,2963.4905,5,2956.0505,4173.6595,11872.9699,2956.0505,2013,jan
35620,1,1,15,-1,-1,1,-1,0.0000,5,2807.6122,0.0000,0.0000,2807.6122,2014,jan
0,1,1,12,43,5,2,1,823.0840,2,835.8774,0.0000,0.0000,835.8774,2022,jan
0,1,2,10,34,1,2,6,3440.8662,1,3490.2761,0.0000,0.0000,3490.2761,2021,jan
37980,1,1,16,35,1,2,6,6041.9185,4,6278.7364,0.0000,0.0000,6278.7364,2022,jan
0,5,1,14,43,5,2,1,1659.1366,2,1641.4944,2368.8668,6690.0451,1641.4944,2020,jan
12060,1,2,12,43,1,1,6,4200.9047,2,4165.2989,6039.2461,0.0000,4165.2989,2019,jan
37980,1,1,15,42,1,2,1,448.4001,2,451.3870,0.0000,0.0000,451.3870,2012,jan
0,1,1,13,-1,-1,2,-1,0.0000,3,692.2565,0.0000,0.0000,692.2565,2013,jan
12580,1,1,15,-1,-1,2,-1,0.0000,4,1906.4320,0.0000,0.0000,1906.4320,2014,jan
36540,1,1,13,-1,-1,2,-1,0.0000,4,1269.9978,0.0000,0.0000,1269.9978,2010,jan
41700,1,2,11,-1,-1,1,-1,0.0000,5,3295.8326,0.0000,0.0000,3295.8326,2011,jan
72850,1,1,15,40,7,2,6,1392.5575,3,1410.6186,1993.7444,5345.0381,1410.6186,2014,jan
0,1,-1,6,36,7,2,6,505.7966,12,491.8199,730.3137,0.0000,491.8199,2024,jan
40140,1,2,13,40,1,2,4,3945.9188,2,3944.8800,0.0000,0.0000,3944.8800,2021,jan
0,1,1,14,-1,-1,2,-1,0.0000,6,671.8745,0.0000,0.0000,671.8745,2022,jan
74500,1,1,15,40,1,1,1,2614.5383,2,2733.2426,3744.7923,0.0000,2653.3707,2012,jan
45780,1,1,11,39,1,1,1,3323.1546,2,3206.8698,4808.3775,0.0000,3353.4825,2016,jan
14460,1,1,16,43,1,2,1,3275.4503,4,3279.7903,4909.4033,13382.4845,3279.7903,2022,jan
0,1,1,14,-1,-1,2,-1,0.0000,4,500.1625,0.0000,0.0000,500.1625,2016,jan
10740,1,1,15,39,1,1,6,1695.5550,2,1755.1225,2482.9384,0.0000,1755.1225,2013,jan
15540,1,2,13,39,7,2,6,364.5082,6,346.5990,0.0000,0.0000,346.5990,2016,jan
16980,1,1,12,39,1,1,1,2837.6578,2,3093.8573,4129.6540,0.0000,2880.1238,2016,jan
14460,1,1,12,39,1,2,4,2289.6103,1,2333.3405,3337.4025,0.0000,2333.3405,2018,jan
29820,1,2,3,39,1,1,6,2719.9025,2,2809.2373,4203.7708,10587.0165,2809.2373,2022,jan
22660,1,1,13,34,1,1,6,2686.7763,3,2553.5023,3603.9417,0.0000,2553.5023,2014,jan
0,1,-1,14,43,7,2,6,2474.7021,3,2523.1580,0.0000,0.0000,2523.1580,2024,jan
19100,1,1,7,33,1,2,2,4525.0883,4,4570.8108,6596.2102,0.0000,4570.8108,2020,jan
0,1,1,14,43,1,1,1,643.4512,3,729.9131,917.4882,0.0000,650.0683,2014,jan
0,5,2,3,-1,-1,1,-1,0.0000,3,1492.2027,0.0000,0.0000,1492.2027,2012,jan
35620,1,1,7,34,7,2,1,3793.1917,2,3724.8175,5267.0447,14771.7543,3724.8175,2010,jan
33100,1,2,9,39,1,1,1,3340.9037,2,3795.0080,4858.1659,0.0000,3364.5509,2017,jan
0,1,1,13,-1,-1,1,-1,0.0000,4,1028.6822,0.0000,0.0000,1028.6822,2023,jan
26180,1,2,15,40,-1,1,1,0.0000,3,604.7057,0.0000,0.0000,0.0000,2010,jan
0,1,1,11,36,7,1,6,2999.4018,5,2916.4722,4174.0725,0.0000,2916.4722,2015,jan
35620,1,-1,16,43,1,1,1,8995.1523,3,3530.8748,13365.3361,0.0000,9017.5692,2024,jan
0,1,1,8,40,1,2,6,924.1788,4,923.6300,1338.3786,3616.9170,923.6300,2019,jan
39100,1,1,15,43,1,1,6,3492.5461,2,3478.3636,0.0000,0.0000,3478.3636,2012,jan
35620,1,1,13,40,1,1,1,6235.7768,4,4189.0924,0.0000,0.0000,6420.1534,2014,jan
72400,1,1,8,-1,-1,1,-1,0.0000,4,320.7382,0.0000,0.0000,320.7382,2014,jan
12060,1,1,13,40,3,1,6,4952.9025,4,5169.2540,0.0000,0.0000,5169.2540,2021,jan
0,1,1,15,-1,-1,1,-1,0.0000,3,2272.5675,0.0000,0.0000,2272.5675,2019,jan
42220,5,1,10,35,7,2,1,3697.4298,5,3470.7326,0.0000,0.0000,3470.7326,2022,jan
14260,1,1,13,43,1,1,1,1120.0480,2,1078.1190,0.0000,0.0000,1147.1607,2014,jan
0,1,1,13,40,1,2,6,1736.8170,5,1727.7206,2480.6008,0.0000,1727.7206,2016,jan
35840,1,1,13,39,1,2,5,4150.3542,7,4217.3027,6032.0545,0.0000,4217.3027,2018,jan
32780,1,1,13,-1,-1,2,-1,0.0000,5,2746.0886,0.0000,0.0000,2746.0886,2017,jan
42660,1,2,8,36,1,1,1,3430.1574,2,4273.4520,4931.7229,0.0000,3401.4345,2019,jan
0,1,-1,12,35,1,2,6,1160.9335,4,1122.3109,1666.5430,4884.6751,1122.3109,2024,jan
26620,1,1,14,39,1,2,1,1698.9374,2,1666.0624,2405.7908,0.0000,1666.0624,2017,jan
0,1,1,14,39,1,2,6,1627.3678,8,1626.1991,2299.5122,8044.1460,1626.1991,2010,jan
76750,1,2,10,43,1,1,6,617.7270,1,611.9002,863.6189,2445.3983,611.9002,2014,jan
33100,1,1,16,-1,-1,2,-1,0.0000,4,5479.2834,0.0000,0.0000,5479.2834,2023,jan
0,1,1,15,44,1,2,1,343.4244,2,338.8141,502.5558,0.0000,338.8141,2023,jan
40900,1,2,9,43,1,1,1,3146.9022,6,3402.8075,4509.8062,0.0000,3168.6164,2018,jan
0,1,2,12,39,1,1,2,504.4207,1,508.9007,719.9321,2111.1241,508.9007,2013,jan
0,1,1,8,39,5,2,1,3625.3899,2,3619.2771,5417.5692,14591.7591,3619.2771,2022,jan
41860,1,1,16,40,1,2,1,2809.4542,3,2813.7598,3968.7660,11444.9325,2813.7598,2012,jan
47900,1,2,14,41,1,2,1,1655.8769,6,1689.6280,2389.2033,6554.0835,1689.6280,2010,jan
41860,1,2,4,-1,-1,1,-1,0.0000,3,4159.6218,0.0000,0.0000,4159.6218,2017,jan
40060,1,1,8,39,1,2,1,2245.5341,3,2243.4763,3167.5731,8979.6303,2243.4763,2013,jan
37980,1,2,14,44,1,2,1,6611.8929,2,6513.9661,0.0000,0.0000,6513.9661,2021,jan
20100,5,1,8,-1,-1,1,-1,0.0000,3,545.9968,0.0000,0.0000,545.9968,2010,jan
31100,1,2,14,39,7,1,6,2762.4622,4,2640.0349,3733.6218,0.0000,2640.0349,2010,jan
0,1,2,8,39,1,1,6,3431.3593,1,3380.4237,4754.0826,0.0000,3380.4237,2011,jan
24660,5,1,7,40,1,2,4,2857.1155,5,2848.0369,4025.3669,0.0000,2848.0369,2014,jan
39340,1,1,16,43,1,1,1,1486.6262,4,1964.8203,2194.7270,0.0000,1468.3395,2021,jan
25540,1,1,16,44,1,1,6,2712.4826,4,2684.6721,0.0000,0.0000,2684.6721,2016,jan
27260,1,2,5,39,5,2,3,4199.4611,1,4159.5365,6228.0241,0.0000,4159.5365,2021,jan
0,1,1,16,43,5,1,3,357.0220,1,351.2114,507.1236,0.0000,351.2114,2017,jan
37100,1,1,16,43,1,2,1,3670.9752,4,3641.4211,5254.9930,0.0000,3641.4211,2020,jan
12260,1,1,11,39,1,2,6,5058.6712,4,5008.1891,7227.3978,18056.0316,5008.1891,2020,jan
12580,1,1,1,39,7,2,1,1774.8665,2,1829.8651,0.0000,0.0000,1829.8651,2013,jan
42660,1,2,14,-1,-1,1,-1,0.0000,4,2343.0532,0.0000,0.0000,2343.0532,2012,jan
0,1,2,2,-1,-1,2,-1,0.0000,3,2512.3219,0.0000,0.0000,2512.3219,2010,jan
0,1,1,14,39,1,1,1,2628.4667,2,3185.8018,0.0000,0.0000,2679.2776,2021,jan
37980,1,1,10,-1,-1,1,-1,0.0000,3,3707.3992,0.0000,0.0000,3707.3992,2023,jan
19100,1,1,15,36,5,2,6,4322.8831,7,4239.0436,6121.1705,17358.1654,4239.0436,2017,jan
15380,1,2,1,43,4,1,2,3260.2956,1,3644.4361,5262.2997,11506.9101,3644.4361,2017,jan
0,1,1,12,-1,-1,1,-1,0.0000,4,1568.3494,0.0000,0.0000,1568.3494,2023,jan
29540,1,1,11,-1,-1,2,-1,0.0000,9,1666.8649,0.0000,0.0000,1666.8649,2017,jan
0,1,3,1,39,6,2,6,337.3112,2,322.9707,466.3690,1339.5824,322.9707,2017,jan
35620,1,2,5,39,7,1,6,3865.6683,4,3875.7363,5470.1057,0.0000,3875.7363,2014,jan
35620,1,2,6,39,7,1,6,3917.4246,2,3840.0805,5465.4829,0.0000,3840.0805,2018,jan
22020,1,1,16,41,1,2,1,342.4240,2,344.4278,494.5174,0.0000,344.4278,2016,jan
14460,1,1,16,35,7,2,6,0.0000,4,2456.7116,0.0000,0.0000,2456.7116,2022,jan
42540,1,2,15,43,4,2,1,5509.6245,4,5764.9353,8551.0074,18338.1350,5764.9353,2023,jan
72400,1,1,13,39,5,2,1,274.9279,2,273.2948,391.4071,0.0000,273.2948,2015,jan
35620,1,2,12,40,1,1,6,3367.2178,4,3383.9230,4886.1379,13663.2302,3383.9230,2017,jan
39300,1,2,2,36,6,2,3,1025.5784,2,1038.3076,1490.7658,0.0000,1038.3076,2016,jan
19100,1,2,14,40,1,1,1,3631.5424,2,3297.5576,5225.8405,14599.5268,3644.6317,2016,jan
0,1,-1,14,44,1,1,4,770.1425,3,774.4343,1147.8231,3048.0945,774.4343,2024,jan
16980,1,2,11,40,1,1,6,2917.0363,2,2867.0162,4055.9134,0.0000,2867.0162,2013,jan
12580,1,2,7,40,1,2,2,2262.3149,3,2283.7473,3221.1913,9198.8325,2283.7473,2012,jan
0,1,2,1,36,7,2,6,298.3873,5,300.4607,422.5772,0.0000,300.4607,2011,jan
19100,1,2,10,42,1,1,1,3955.6953,2,3757.5379,5528.9152,15742.4609,3863.1163,2015,jan
42260,1,1,9,34,7,1,6,0.0000,4,3554.9010,0.0000,0.0000,3554.9010,2012,jan
12060,1,1,14,-1,-1,2,-1,0.0000,4,7037.6934,0.0000,0.0000,7037.6934,2020,jan
0,5,1,2,39,6,1,6,364.2748,1,351.2504,502.7117,0.0000,351.2504,2015,jan
40140,1,2,9,37,7,1,6,6378.2936,3,6101.6875,0.0000,25358.6985,6101.6875,2021,jan
35380,1,1,2,35,5,1,6,2412.3965,1,2434.9318,3643.6562,9614.3506,2434.9318,2022,jan
12260,1,1,13,-1,-1,2,-1,0.0000,4,2218.3669,0.0000,0.0000,2218.3669,2013,jan
28140,1,-1,16,41,1,1,6,4186.7607,3,4177.9197,0.0000,0.0000,4177.9197,2024,jan
42260,1,2,11,-1,-1,1,-1,0.0000,5,4209.7226,0.0000,0.0000,4209.7226,2013,jan
0,1,2,9,39,7,2,4,775.6024,4,824.7321,1179.6235,0.0000,824.7321,2018,jan
75700,1,1,16,-1,-1,1,-1,0.0000,5,830.2814,0.0000,0.0000,830.2814,2012,jan
0,1,1,13,39,1,1,6,3649.4395,4,3656.3039,5471.3297,0.0000,3656.3039,2022,jan
45300,1,1,14,-1,-1,1,-1,0.0000,5,3181.1898,0.0000,0.0000,3181.1898,2013,jan
31540,1,1,16,44,1,2,1,2215.5400,4,2244.4379,0.0000,0.0000,2244.4379,2014,jan
35620,1,1,7,43,1,1,6,4045.7970,4,4045.4812,0.0000,0.0000,4045.4812,2010,jan
19820,1,1,15,39,1,2,1,2843.0482,2,2855.8195,4100.2858,11149.5336,2855.8195,2016,jan
14460,1,1,16,39,1,2,1,2854.7145,4,2889.0295,4325.7092,0.0000,2889.0295,2021,jan
0,1,2,11,41,1,2,1,3114.2043,4,3120.0647,0.0000,0.0000,3120.0647,2014,jan
0,1,1,10,39,5,2,1,2962.9129,2,2955.7619,4283.0231,0.0000,2955.7619,2019,jan
0,1,2,11,43,1,1,4,309.6180,3,309.1466,446.7359,0.0000,309.1466,2020,jan
16740,1,2,10,40,5,2,3,2898.9106,1,2877.8351,4121.5749,0.0000,2877.8351,2015,jan
0,1,1,14,43,1,2,1,880.6064,4,890.9808,1257.9794,0.0000,890.9808,2013,jan
72400,5,1,13,39,1,2,6,392.9249,4,397.7250,560.9852,0.0000,397.7250,2012,jan
0,1,2,5,-1,-1,2,-1,0.0000,2,1371.1886,0.0000,0.0000,1371.1886,2017,jan
29820,1,1,15,43,1,1,1,1134.5983,4,1099.1596,0.0000,0.0000,1135.0341,2011,jan
41180,1,1,13,43,1,2,1,2425.0153,4,2449.0922,3457.8831,9676.6865,2449.0922,2013,jan
41620,1,1,15,-1,-1,1,-1,0.0000,8,1429.4436,0.0000,0.0000,1429.4436,2016,jan
47900,1,1,7,37,7,2,1,2440.4429,2,2425.7035,3474.0417,9741.2864,2425.7035,2015,jan
0,1,1,11,39,5,1,4,2074.9540,1,2021.4271,0.0000,0.0000,2021.4271,2016,jan
0,1,2,16,44,2,2,1,408.5502,2,408.1121,576.2151,0.0000,408.1121,2013,jan
0,1,2,14,40,1,2,1,325.3017,4,325.8277,483.2934,0.0000,325.8277,2023,jan
0,1,1,12,39,5,1,1,4109.5709,2,3314.3844,6158.8733,0.0000,4115.7659,2022,jan
41860,1,1,15,43,4,1,6,3988.9988,7,3988.2610,5961.2538,0.0000,3988.2610,2021,jan
19740,1,1,7,39,5,2,3,1735.7107,1,1768.7867,2494.8471,0.0000,1768.7867,2012,jan
0,1,1,11,39,6,1,1,443.7079,2,451.9098,629.1935,1794.1343,435.4094,2020,jan
0,1,-1,8,-1,-1,2,-1,0.0000,4,964.6339,0.0000,0.0000,964.6339,2024,jan
32820,1,1,16,43,1,1,1,2689.3643,4,2487.9461,0.0000,0.0000,2654.6027,2017,jan
0,1,2,7,39,1,2,6,1390.8705,2,1433.9230,2146.9958,5541.9344,1433.9230,2021,jan
73450,1,1,16,36,7,1,6,1601.0765,3,1660.3456,0.0000,0.0000,1660.3456,2010,jan
16980,1,1,1,40,2,1,1,3505.2416,5,2912.3113,4903.7308,14183.9074,3486.8322,2011,jan
16700,1,1,9,42,4,2,1,1976.9340,3,2091.2689,3002.5707,0.0000,2091.2689,2016,jan
35620,1,1,13,43,5,2,1,3367.2569,2,3346.1865,0.0000,0.0000,3346.1865,2017,jan
17820,1,1,13,36,7,1,6,3841.5770,4,3767.1862,0.0000,0.0000,3767.1862,2016,jan
15980,1,1,15,43,1,2,1,3385.9046,2,3444.5552,4945.5717,0.0000,3444.5552,2016,jan
33100,1,2,4,41,7,2,6,3217.7338,3,3258.0637,4600.0732,0.0000,3258.0637,2013,jan
41740,1,2,8,41,1,1,1,2570.9666,2,2857.6125,3644.0670,10394.1172,2575.8931,2013,jan
24580,1,1,16,43,1,1,1,2980.8619,5,3179.3133,4474.7073,0.0000,2993.7160,2021,jan
12060,1,1,16,-1,-1,1,-1,0.0000,5,2963.6467,0.0000,0.0000,2963.6467,2015,jan
0,1,1,13,40,5,1,1,540.2647,2,526.3674,761.1234,2149.4260,539.2791,2014,jan
41700,1,2,2,39,4,1,1,3926.8852,4,3558.5606,5960.3784,0.0000,4110.9035,2019,jan
47900,1,1,16,44,1,2,1,5338.4552,2,5467.7135,7890.5449,20524.5665,5467.7135,2020,jan
16980,1,1,15,-1,-1,1,-1,0.0000,5,2857.0334,0.0000,0.0000,2857.0334,2020,jan
33660,1,2,3,36,6,2,6,2851.8817,6,2828.8618,0.0000,0.0000,2828.8618,2010,jan
17780,1,1,12,34,1,1,1,3733.8457,4,3590.1636,0.0000,0.0000,3714.0979,2015,jan
45300,1,1,11,40,1,1,4,4129.1214,2,4207.6721,5917.4891,16442.1657,4207.6721,2011,jan
39340,1,1,14,37,1,2,6,1573.6392,6,1584.6433,0.0000,0.0000,1584.6433,2018,jan
0,1,1,12,39,7,1,1,2733.8245,3,3486.1861,3978.6054,0.0000,2661.8087,2021,jan
24860,1,-1,15,41,1,1,6,2446.9347,2,2430.7053,0.0000,0.0000,2430.7053,2024,jan
19820,1,1,11,39,7,2,6,4556.0927,3,4717.3289,0.0000,0.0000,4717.3289,2022,jan
38060,1,2,1,39,7,1,6,3290.3955,2,3241.3335,4647.5730,13638.1499,3241.3335,2016,jan
33100,1,1,16,40,1,1,6,2755.9459,6,3196.5609,4583.3761,9031.8465,3196.5609,2016,jan
26580,5,1,15,39,1,2,1,672.6603,5,672.4610,0.0000,0.0000,672.4610,2018,jan
39300,1,1,15,43,5,1,6,1233.9029,1,1251.8040,1855.3501,0.0000,1251.8040,2023,jan
28140,1,1,16,-1,-1,2,-1,0.0000,5,1820.3228,0.0000,0.0000,1820.3228,2016,jan
0,1,1,11,-1,-1,2,-1,0.0000,5,3273.7786,0.0000,0.0000,3273.7786,2010,jan
71650,1,1,14,39,1,1,6,601.5179,5,598.2888,841.4077,0.0000,598.2888,2011,jan
41700,1,2,11,40,5,2,4,3683.3008,8,3701.5854,0.0000,0.0000,3701.5854,2015,jan
47900,1,1,16,43,7,2,1,3451.5106,6,3539.0803,0.0000,0.0000,3539.0803,2016,jan
29940,1,1,14,43,1,2,1,1812.0145,2,1825.2391,2579.7619,0.0000,1825.2391,2014,jan
0,1,1,14,-1,-1,1,-1,0.0000,4,377.8478,0.0000,0.0000,377.8478,2020,jan
77200,1,2,7,39,7,1,3,447.3002,1,435.5910,0.0000,0.0000,435.5910,2011,jan
36260,1,1,14,-1,-1,2,-1,0.0000,3,1391.8564,0.0000,0.0000,1391.8564,2011,jan
44700,1,2,6,33,1,1,6,3314.9553,5,3319.5393,0.0000,0.0000,3319.5393,2016,jan
27980,1,1,15,42,1,2,4,780.4398,1,782.4954,1119.2118,0.0000,782.4954,2018,jan
0,1,2,4,-1,-1,2,-1,0.0000,6,352.6629,0.0000,0.0000,352.6629,2015,jan
37980,1,1,10,43,1,2,6,453.1529,2,459.2138,0.0000,0.0000,459.2138,2014,jan
47260,1,2,1,-1,-1,2,-1,0.0000,2,5117.2236,0.0000,0.0000,5117.2236,2022,jan
47900,1,1,15,36,7,2,6,1419.0698,5,1422.5011,2000.6497,0.0000,1422.5011,2011,jan
46060,1,1,16,39,1,2,6,3995.1100,4,3924.9434,0.0000,0.0000,3924.9434,2011,jan
47940,1,1,13,39,2,1,1,1072.8747,5,1176.5033,1538.5297,4327.2739,1087.8906,2010,jan
47900,1,2,16,45,1,1,4,3460.4401,2,3519.1359,5085.3696,0.0000,3519.1359,2020,jan
26900,1,1,14,32,1,1,6,2572.7153,4,2557.1341,3596.2434,0.0000,2557.1341,2011,jan
30340,1,1,6,39,6,2,1,1418.3730,2,1484.6221,0.0000,0.0000,1484.6221,2019,jan
33660,1,1,13,41,1,1,1,3245.9022,3,2701.2785,4435.8334,13190.5188,3154.1304,2011,jan
0,1,1,16,43,1,1,3,3296.9432,2,3241.9543,4559.3452,0.0000,3241.9543,2011,jan
16980,1,1,16,44,1,2,6,2670.5656,1,2675.6239,3783.4418,0.0000,2675.6239,2010,jan
39300,1,1,16,43,1,2,1,1038.6662,4,1036.7651,0.0000,0.0000,1036.7651,2020,jan
0,1,1,12,40,5,2,1,4402.9828,2,4294.6344,6370.1410,0.0000,4294.6344,2023,jan
23420,1,2,13,33,1,1,1,3267.1821,9,3444.6394,0.0000,0.0000,3277.2122,2018,jan
0,1,1,9,-1,-1,2,-1,0.0000,5,1311.8594,0.0000,0.0000,1311.8594,2017,jan
33460,1,1,16,35,1,2,6,1416.9664,4,1432.1217,2051.0547,0.0000,1432.1217,2015,jan
20740,1,1,15,-1,-1,1,-1,0.0000,4,2619.4161,0.0000,0.0000,2619.4161,2013,jan
41540,1,1,12,39,1,1,1,820.3505,2,752.9896,1182.0336,0.0000,825.9004,2015,jan
72400,1,1,14,-1,-1,1,-1,0.0000,3,275.4640,0.0000,0.0000,275.4640,2015,jan
31080,1,-1,14,40,1,1,6,4118.5990,2,4129.3110,0.0000,0.0000,4129.3110,2024,jan
0,1,1,15,39,1,1,1,3333.2949,4,2725.4846,4640.3848,0.0000,3299.5781,2011,jan
0,1,1,5,40,1,1,3,4181.4546,6,4273.0060,6043.0218,16530.3605,4273.0060,2010,jan
33860,5,1,15,40,1,1,1,1909.9420,2,2130.4874,2838.4976,7467.2905,1899.0417,2021,jan
16980,1,1,15,-1,-1,1,-1,0.0000,3,2964.2071,0.0000,0.0000,2964.2071,2019,jan
39900,1,1,12,43,1,2,1,1299.2416,3,1329.4697,1869.8074,0.0000,1329.4697,2011,jan
0,1,1,10,43,1,1,6,327.4550,3,335.8839,475.1685,0.0000,335.8839,2013,jan
14460,1,1,13,40,2,1,1,808.5336,2,848.2001,0.0000,0.0000,797.3636,2021,jan
0,1,1,12,41,1,1,1,5620.5630,2,5930.6462,0.0000,0.0000,5663.4256,2022,jan
47260,1,1,8,-1,-1,2,-1,0.0000,3,3759.7537,0.0000,0.0000,3759.7537,2014,jan
16980,1,2,6,33,5,2,6,2870.6306,1,2870.2894,4121.0611,11468.6429,2870.2894,2016,jan
47900,1,2,9,43,1,2,6,1763.2230,1,1733.3242,2449.8510,6837.0507,1733.3242,2014,jan
0,1,2,9,33,5,2,4,857.6111,3,878.4065,1256.3944,0.0000,878.4065,2018,jan
0,5,1,1,35,6,2,6,1614.7893,2,1641.1436,0.0000,0.0000,1641.1436,2012,jan
49620,1,1,7,35,5,1,3,4653.7774,1,4607.3214,6557.4762,0.0000,4607.3214,2018,jan
37980,1,1,15,43,5,1,1,3509.2986,2,3037.2064,5000.4227,14025.7963,3463.0717,2017,jan
19780,1,2,3,39,1,1,6,1155.1454,2,1183.5707,0.0000,0.0000,1183.5707,2012,jan
42660,1,1,11,37,1,2,4,2702.8394,5,2723.9730,3842.1231,10901.3107,2723.9730,2012,jan
45780,1,2,2,39,4,1,6,3929.8562,5,3969.4199,0.0000,0.0000,3969.4199,2011,jan
0,1,1,9,40,1,2,4,310.6377,2,316.9023,447.9043,0.0000,316.9023,2014,jan
38860,1,2,14,39,1,1,5,1976.8804,3,1978.1407,2956.7269,0.0000,1978.1407,2021,jan
12060,1,1,16,43,1,2,1,3255.0461,2,3262.7203,0.0000,0.0000,3262.7203,2015,jan
29820,1,1,16,-1,-1,2,-1,0.0000,4,2124.5129,0.0000,0.0000,2124.5129,2023,jan
19740,1,1,8,37,7,2,1,1723.1946,4,1801.2805,2533.3767,6842.7438,1801.2805,2011,jan
43340,1,1,5,43,5,2,3,1365.3104,1,1329.8322,1909.3266,0.0000,1329.8322,2016,jan
40140,1,1,5,33,7,2,1,4921.1524,2,4774.9556,7147.4639,19872.8783,4774.9556,2022,jan
0,1,1,13,34,5,2,1,384.2793,4,368.4997,0.0000,1543.0406,368.4997,2017,jan
14460,1,1,8,43,5,2,3,2130.3152,1,2127.1190,0.0000,0.0000,2127.1190,2016,jan
0,1,1,14,43,1,2,1,1407.7668,4,1425.5144,2012.6895,0.0000,1425.5144,2013,jan
19100,5,1,14,39,1,1,1,4303.0541,3,4226.0901,0.0000,17059.7205,4249.0007,2022,jan
33340,1,2,10,39,1,1,6,3095.7764,1,3006.3533,4243.0828,11817.2688,3006.3533,2014,jan
